CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,2355
779804208,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,5332
781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,1443
790134408,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,10741
788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,7984
711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,18584
822969858,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,5585
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,34516
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,1438.3
788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,2478
807030858,Existing Customer,51,M,4,High School,Single,$120K +,Blue,34516
793059108,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,2339
716568708,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,2726
828281733,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,14881
717229158,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,1628
715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,3156
819129858,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,4745
713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,19727
719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,22720
708666258,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,8129
714914583,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,3751
714363858,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,1594
721347408,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,2569
809608533,Existing Customer,49,F,4,Post-Graduate,Single,Unknown,Blue,18206
772047183,Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,3104
714217908,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,2406
714819183,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,24571
716455683,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,15534
710865633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,12301
752952108,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,2846
712595433,Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,9788
714982383,Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,7231
813814008,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,2324
794545983,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,12208
708288108,Attrited Customer,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,5639
715585158,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,10021
810449883,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,2215
789863208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,2027
715022133,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,6363
712506708,Existing Customer,39,F,3,College,Single,Less than $40K,Blue,3920
715699983,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,9226
818942433,Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,Blue,9376
712459233,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,1944
716545383,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,9599
721144383,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,28202
821837958,Existing Customer,43,M,3,College,Unknown,$80K - $120K,Blue,24850
804359133,Existing Customer,55,M,0,High School,Married,$120K +,Blue,3805
713308683,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,2733
788780958,Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,12781
717354558,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,3106
798473808,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,7477
712372158,Existing Customer,45,M,4,Unknown,Married,$120K +,Blue,34516
715192308,Existing Customer,48,M,2,High School,Married,$120K +,Blue,29963
708813033,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,6509
714639783,Attrited Customer,42,M,3,College,Married,$60K - $80K,Blue,13450
709311633,Existing Customer,41,M,2,Graduate,Unknown,$60K - $80K,Silver,27000
709470858,Existing Customer,51,M,4,College,Married,$120K +,Silver,34516
717292758,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,6347
779241783,Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,3106
715205358,Existing Customer,39,M,1,Graduate,Married,$60K - $80K,Blue,2536
778871508,Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,13048
779462433,Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,2453
710147958,Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,16138
709864833,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,8077
778868958,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,1929
717276708,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,3127
710004933,Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,Blue,8645
753606108,Existing Customer,56,M,3,Unknown,Single,$60K - $80K,Blue,1438.3
710940183,Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,2185
718927533,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,24487
719337408,Existing Customer,63,M,0,High School,Married,$60K - $80K,Blue,2567
772308408,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Blue,4131
712981383,Existing Customer,44,F,4,College,Married,Less than $40K,Silver,10790
790099758,Existing Customer,40,M,3,High School,Married,$40K - $60K,Blue,6884
709547658,Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,13961
778770783,Existing Customer,42,M,4,High School,Married,$80K - $120K,Blue,29801
713134458,Existing Customer,54,M,3,High School,Married,$120K +,Blue,13219
712159083,Attrited Customer,58,F,4,Unknown,Married,Less than $40K,Blue,2536
713639958,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,9478
771180033,Existing Customer,47,F,4,Unknown,Divorced,$40K - $60K,Blue,3502
717916758,Existing Customer,67,F,0,Unknown,Married,Unknown,Blue,10509
711089733,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,1491
716988633,Existing Customer,55,M,0,High School,Divorced,$60K - $80K,Blue,9734
779031033,Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,2305
716302383,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,14241
718281408,Existing Customer,36,F,2,Unknown,Married,$40K - $60K,Blue,4789
721333233,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,23138
794496033,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,23008
710519433,Existing Customer,48,M,1,Unknown,Divorced,$80K - $120K,Blue,3131
814995933,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,5798
721469433,Existing Customer,48,M,3,Graduate,Single,$40K - $60K,Blue,6880
788386908,Existing Customer,48,M,3,Graduate,Unknown,$80K - $120K,Platinum,34516
717198633,Existing Customer,53,F,2,College,Married,$40K - $60K,Blue,2075
767695083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,4589
711791583,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,2317
712315683,Attrited Customer,53,F,2,Uneducated,Single,Less than $40K,Blue,1981
710038008,Existing Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,6038
789129033,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,14910
718349058,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,29659
789842283,Attrited Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,4320
714513033,Existing Customer,39,F,1,Unknown,Single,$40K - $60K,Blue,11213
714717483,Existing Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,26181
714900408,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,5773
719418933,Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,4503
720115683,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,29770
779504058,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,5014
795979833,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,3445
717392358,Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,23412
718640508,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,3044
803366358,Existing Customer,38,M,1,Unknown,Single,$60K - $80K,Blue,14596
709230708,Existing Customer,56,M,4,Uneducated,Single,Less than $40K,Blue,3864
781794708,Attrited Customer,35,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,17030
801383808,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,23090
710677608,Existing Customer,53,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,29205
708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,14035
714272658,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,2962
717469158,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,18578
711864783,Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,Blue,2201
719407983,Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,Blue,2061
710665533,Existing Customer,42,F,5,Doctorate,Married,Unknown,Blue,24602
716804283,Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,15911
767294658,Attrited Customer,56,M,2,College,Single,$120K +,Blue,16867
709122483,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,2783
708241233,Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,2972
717860358,Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,5124
789337233,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,2880
720902133,Existing Customer,58,M,1,High School,Single,$40K - $60K,Blue,5579
721043058,Existing Customer,58,M,4,Unknown,Married,$60K - $80K,Blue,12010
711870333,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,34516
708398283,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,4394
715878183,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,18325
719451483,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,3773
709110633,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,21684
721059033,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,1919
779912283,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,9995
717701733,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,11910
709913733,Existing Customer,39,F,3,College,Married,Less than $40K,Blue,2279
718768158,Existing Customer,57,M,1,College,Single,$40K - $60K,Blue,3539
721375308,Existing Customer,48,M,3,High School,Married,$80K - $120K,Blue,30579
711374283,Existing Customer,47,M,3,High School,Single,$80K - $120K,Blue,24480
822893133,Existing Customer,56,F,1,Uneducated,Divorced,Unknown,Blue,17561
778465533,Existing Customer,54,F,0,College,Married,Less than $40K,Blue,1638
712138983,Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,2947
716920908,Existing Customer,52,M,4,High School,Married,$80K - $120K,Blue,5738
708095133,Existing Customer,43,M,4,Unknown,Unknown,$120K +,Blue,33304
711195558,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,7251
772735758,Existing Customer,44,M,1,Unknown,Married,Unknown,Blue,2885
712024908,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,2641
778239933,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,2801
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,16794
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,9336
710104908,Existing Customer,56,F,5,College,Single,Less than $40K,Blue,2763
710558883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,17391
713827383,Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,3198
720267033,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,5100
712049208,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,3955
708688608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,3140
716223708,Attrited Customer,45,F,3,Uneducated,Single,Unknown,Blue,4028
713217858,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,2264
819352983,Existing Customer,49,M,3,Unknown,Unknown,$120K +,Blue,21620
711019308,Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,6385
768600558,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,2375
710202783,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,1963
712899333,Existing Customer,47,F,4,College,Single,Less than $40K,Blue,4256
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,5097
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,3228
721232058,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,20231
719443683,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,27512
715449333,Existing Customer,55,F,3,Unknown,Married,$40K - $60K,Blue,1929
717998058,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,2585
779610033,Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,12151
827332983,Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,34516
721183983,Existing Customer,48,M,4,High School,Married,$120K +,Blue,34516
718426533,Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,5504
710698233,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,10021
780253533,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,3558
793581933,Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,19853
719229708,Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,4969
715158483,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,3117
809296308,Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,21526
778176108,Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,5504
796532958,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,5512
709345008,Attrited Customer,53,F,2,Doctorate,Married,Unknown,Blue,1438.3
717049533,Existing Customer,39,F,3,Doctorate,Unknown,$40K - $60K,Blue,7262
719366358,Existing Customer,51,M,3,High School,Married,$120K +,Blue,7319
721417233,Attrited Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,1438.3
711622683,Existing Customer,48,M,4,Unknown,Single,$60K - $80K,Blue,7712
714578283,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,2053
769574883,Existing Customer,41,M,2,High School,Married,$40K - $60K,Blue,12804
717643608,Existing Customer,48,M,4,College,Married,$80K - $120K,Blue,26443
709198158,Existing Customer,50,F,4,Graduate,Single,Less than $40K,Blue,3125
712419708,Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,4930
709103358,Existing Customer,39,F,2,College,Single,Less than $40K,Blue,9476
716966808,Existing Customer,47,M,1,Graduate,Married,$80K - $120K,Blue,11722
772264383,Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,13301
721057758,Existing Customer,61,F,1,Unknown,Married,Unknown,Blue,1438.3
769137108,Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,1438.3
717640083,Attrited Customer,59,M,1,High School,Married,$60K - $80K,Blue,6705
716445783,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,22718
708579633,Existing Customer,40,M,4,Unknown,Divorced,$40K - $60K,Gold,23981
718715583,Existing Customer,65,M,2,Unknown,Married,Less than $40K,Blue,2318
778686408,Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,19324
715015683,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Blue,5331
805254708,Existing Customer,36,F,4,Unknown,Married,Unknown,Blue,15700
710462433,Existing Customer,45,M,4,Graduate,Single,$60K - $80K,Blue,17625
721342383,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,17438
720179883,Existing Customer,40,M,4,College,Unknown,$80K - $120K,Blue,1962
794977533,Attrited Customer,62,M,0,High School,Married,$60K - $80K,Blue,8077
779445108,Existing Customer,26,M,0,Graduate,Single,$40K - $60K,Blue,3290
718193958,Existing Customer,60,M,0,Uneducated,Single,Less than $40K,Blue,2402
710955633,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,9256
716149383,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,3674
752604633,Attrited Customer,57,M,2,College,Married,$40K - $60K,Blue,6462
713889933,Existing Customer,59,M,0,Graduate,Single,$40K - $60K,Blue,1638
709446783,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,4335
789115833,Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,3233
711242058,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,11862
787623858,Existing Customer,43,M,2,Uneducated,Divorced,$120K +,Silver,34516
709040508,Existing Customer,57,M,4,Uneducated,Married,$120K +,Blue,19802
708864708,Existing Customer,46,M,3,College,Unknown,$80K - $120K,Blue,24869
717758583,Existing Customer,40,M,3,High School,Unknown,$60K - $80K,Blue,3624
715416633,Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,6175
717956283,Existing Customer,57,F,1,Graduate,Single,$40K - $60K,Blue,10953
721379433,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,11338
712027683,Existing Customer,47,F,2,Doctorate,Married,Less than $40K,Blue,5544
716027208,Existing Customer,47,M,4,Doctorate,Married,$60K - $80K,Blue,19665
720475233,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,2927
712275108,Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,5146
718121658,Attrited Customer,56,M,1,College,Married,$60K - $80K,Blue,1704
711593808,Attrited Customer,55,M,1,High School,Married,$60K - $80K,Blue,1438.3
716222808,Existing Customer,53,F,4,High School,Married,Less than $40K,Blue,2974
718731183,Attrited Customer,61,M,1,Unknown,Married,$40K - $60K,Blue,5472
788779008,Existing Customer,57,M,2,High School,Married,$60K - $80K,Blue,2736
710404533,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,1438.3
